"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG268","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG516","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG451","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG252","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG269","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG307","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG546","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG344","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG316","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG252","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG543","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG386","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG385","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG451","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG451","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG414","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG246","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG436","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG436","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG451","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG564","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG523","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG462","Higher Executive Officer (HEO) - London","33875","39400","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG485","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG321","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG436","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG436","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG436","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG448","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG500","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG500","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Levelling Up","CLG451","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG361","Higher Executive Officer (HEO) - London","33875","39400","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG526","Higher Executive Officer (HEO) - London","33875","39400","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG440","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Safer and Greener Buildings","CLG254","Higher Executive Officer (HEO) - London","33875","39400","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Homes for Ukraine","CLG481","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG344","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG217","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG345","Higher Executive Officer (HEO) - London","33875","39400","Finance Manager","1.00","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Local Govnmnt Resilience and Communities","CLG224","Higher Executive Officer (HEO) - London","33875","39400","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","Regeneration","CLG142","Higher Executive Officer (HEO) - London","33875","39400","Planning Manager","1.00","Planning","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG330","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG267","Higher Executive Officer (HEO) - London","33875","39400","Statistics Manager","1.00","Statistics","London"
