"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG393","Higher Executive Officer (HEO) - London","33210","38300","Finance Manager","0.80","Finance","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.67","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","0.63","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG307","Higher Executive Officer (HEO) - London","33210","38300","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG479","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG280","Higher Executive Officer (HEO) - London","33210","38300","Human Resources Manager","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Higher Executive Officer (HEO) - London","33210","38300","Human Resources Manager","1.00","Human Resources","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG240","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG146","Higher Executive Officer (HEO) - London","33210","38300","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG398","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Senior Executive Officer (SEO) - London","39598","46117","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Senior Executive Officer (SEO) - London","39598","46117","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG438","Senior Executive Officer (SEO) - London","39598","46117","Knowledge & Information Management (KIM) Manager","1.00","Knowledge & Information Management (KIM)","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG397","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG397","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG397","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG397","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG159","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG291","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG422","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG422","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG485","Senior Executive Officer (SEO) - London","39598","46117","Project Delivery Manager","1.00","Project Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","0.81","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG336","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","0.73","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG499","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG338","Senior Executive Officer (SEO) - London","39598","46117","Communications Manager","1.00","Communications","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG517","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG353","Senior Executive Officer (SEO) - London","39598","46117","Operational Delivery Manager","1.00","Operational Delivery","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
"Department for Levelling Up, Housing and Communities","DLUHC","CFO and Corporate","CLG313","Senior Executive Officer (SEO) - London","39598","46117","Policy Manager","1.00","Policy","London"
